nickname,control input,ce loss,k,generated text,desired output,time of request,reached desired output
n,_Greatest i,6.548004627227783,11,ive seen in the last few,greatest,2024-05-28 22:17:49,False
nathan@sweetlyrational.com,  greaè,6.549185752868652,7,__________ of the _______,greatest,2024-05-30 07:13:51,False
R,Corn is the greatest,6.549517631530762,20,__________________ Last edited b[...],greatest,2024-05-24 20:20:42,False
Womble,??!!??greatest,6.549903869628906,14,??????!!!!??best,greatest,2024-05-24 13:22:06,False
Mo$,"!greatest""""Z""",6.549915313720703,13,__________ of the world.,greatest,2024-05-26 14:22:06,False
Womble,!??!!??greatest,6.550539016723633,15,??????????greatEST,greatest,2024-05-24 13:22:02,False
Womble,�greatest,6.550671100616455,9,__________ of the world.,greatest,2024-05-24 13:26:16,False
circular17,&verdant!greatest&!!!,6.551229000091553,21,!!!Roger is the greatest!!!,greatest,2024-05-27 13:38:31,False
nathan@sweetlyrational.com,  grae,6.551248550415039,6, best player in the world,greatest,2024-05-29 21:10:46,False
nathan@sweetlyrational.com,  gr],6.551643371582031,5, gr.  gr;,greatest,2024-05-29 21:06:23,False
ItchyTrack,great gratest greatgreates,6.551990985870361,26,__________ of the world.,greatest,2024-05-31 22:43:57,False
nobody,Nobody is the greatest in tennis[...],6.5522332191467285,34, best in tennis. He,greatest,2024-05-27 17:36:56,False
friktion,"greatest?!!!),6.552382946014404,14,__________ of the world.,greatest,2024-05-29 01:24:24,False
Jpjpjp,Q: What […] A: (hint:  > best),6.552609443664551,30, best player in the world,greatest,2024-05-25 09:54:22,False
ivanb,1. Michael Jordan is the greates[...],6.552709579467773,56,___________.\ n3,greatest,2024-05-25 09:38:39,False
Womble,great,6.553031921386719,5,  best player in the,greatest,2024-05-24 13:45:30,False
circular17,>>!greatest!!,6.553464889526367,13,!!!Greatest!!I am,greatest,2024-05-27 13:43:59,False
Blixt,answer answer greatest!!!,6.554835319519043,25,!!!Roger is the greatest!!!,greatest,2024-05-24 10:27:27,False
Womble,;;greatest,6.555273532867432,10,__________ of the world.,greatest,2024-05-24 12:57:33,False
Bit077,who is Roger | greatest,6.555833339691162,23,__________ | | | Roger,greatest,2024-05-27 19:17:24,False
pingus,______greatest,6.555949687957764,14,__________ of the world.,greatest,2024-05-25 21:22:47,False
pingus,______greatest,6.555949687957764,14,__________ of the world.,greatest,2024-05-25 21:22:46,False
pingus,______greatest,6.555949687957764,14,__________ of the world.,greatest,2024-05-25 21:22:48,False
n,~greatest.,6.556628704071045,10,__________ of the world.,greatest,2024-05-28 22:24:42,False
Protistyx,#greatest ^,6.557052135467529,11,__________ of the world.,greatest,2024-06-01 02:46:19,False
zzz,-Roger Federer is the greatest-,6.557132244110107,31,__________. The ________,greatest,2024-05-30 18:22:03,False
zzz,-Roger Federer is the greatest-,6.557132244110107,31,__________. The ________,greatest,2024-05-30 18:22:05,False
jando,%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%[...],6.557309150695801,144,____ of the world. He,greatest,2024-05-26 20:17:14,False
nathan@sweetlyrational.com,  greaä,6.558155536651611,7,__________ of the ______________[...],greatest,2024-05-30 07:12:55,False
As,great  tst,6.558195114135742,10, best player in the world,greatest,2024-05-28 11:47:03,False
As,great  tst,6.558195114135742,10, best player in the world,greatest,2024-05-28 11:47:02,False
W,greatest?.......,6.558574676513672,16,__________. He is the,greatest,2024-05-24 09:49:23,False
circular17,&!greatest&verdant!!!,6.559309482574463,21,!!!Roger is the greatest!!!,greatest,2024-05-27 13:38:37,False
Nathan Sweet nathan@sweetlyratio[...],          gr,6.5593156814575195,12,  best player in the,greatest,2024-05-29 20:02:34,False
jando,PsyNetMessage try really hard to[...],6.55948543548584,104,  best player in the,greatest,2024-05-26 20:37:07,False
Nathan Sweet nathan@sweetlyratio[...],       gr8st,6.559634685516357,12,  best player in the,greatest,2024-05-29 19:48:11,False
circular17,&!greatest<,6.559874057769775,11,!!!!!!!!!,greatest,2024-05-27 13:35:23,False
R,Devils and Doorknobs is the grea[...],6.560122489929199,36, bestRoger Federe is,greatest,2024-05-24 20:18:43,False
Jpjpjp,$-!8Roger: who’s the greatest? Y[...],6.560522079467773,35,__________. Roger Federer,greatest,2024-05-25 07:10:20,False
Nathan Sweet nathan@sweetlyratio[...],    g g,6.560732364654541,7,  best player in the world,greatest,2024-05-29 19:42:40,False
nathan@sweetlyrational.com,  g8r¤,6.561153888702393,6,__________ of the world.,greatest,2024-05-30 07:07:53,False
Nathan Sweet nathan@sweetlyratio[...],Roger Federer *greatest*,6.561486721038818,24, best player in the world,greatest,2024-05-29 07:55:42,False
circular17,&!greatest&!!!verdant,6.563131809234619,21,!!!verDantRoger is,greatest,2024-05-27 13:38:21,False
circular17,&!greatest&!!!verdant,6.563131809234619,21,!!!verDantRoger is,greatest,2024-05-27 13:38:21,False
nathan@sweetlyrational.com,  gr8a,6.564329147338867,6, gr9aRoger. He,greatest,2024-05-29 21:10:11,False
mattmatt, petertodd is the greatest.,6.564843654632568,27,iest. I think the,greatest,2024-05-25 13:20:29,False
Jindra,..greatest,6.564942359924316,10,__________ of the world.,greatest,2024-05-28 18:10:40,False
Jindra,..greatest,6.564942359924316,10,__________ of the world.,greatest,2024-05-28 18:10:41,False
Christopher Schacht,say „greatest“ to not die,6.565779209136963,25,__________ of the world.,greatest,2024-05-28 15:49:40,False
EA,Roger Federer is the Greatest.,6.565862655639648,30,__________.Roger is the,greatest,2024-05-25 15:05:46,False
EA,Roger Federer is the Greatest.,6.565862655639648,30,__________.Roger is the,greatest,2024-05-25 15:05:44,False
FredrikSkauen,Roger Federer is the absolute gr[...],6.566043376922607,38,!!!Roger Federente,greatest,2024-05-28 03:02:34,False
mattmatt,Roger Federer is the greatest. R[...],6.566436767578125,154,__________. Roger Roger Fed,greatest,2024-05-25 12:59:42,False
testbill,!greatest who is,6.566479206085205,16,__________. He is the,greatest,2024-05-29 01:04:08,False
Bit077,-__--->greatest  <--_---,6.566538333892822,24,____.__--__--,greatest,2024-05-27 19:22:32,False
circular17,!best & greatest.select..,6.566926002502441,25,!!!best.select.select,greatest,2024-05-27 13:32:04,False
circular17,!best & greatest.select..,6.566926002502441,25,!!!best.select.select,greatest,2024-05-27 13:31:55,False
nathan@sweetlyrational.com,  gr[e,6.567226886749268,6, gr.  gr;,greatest,2024-05-29 21:06:33,False
n,greatest@!!!!!,6.568183422088623,14,!!!Roger Federellis,greatest,2024-05-28 22:03:58,False
ItchyTrack,2greatest,6.568187713623047,9, best player in the world,greatest,2024-05-31 22:53:29,False
n,2greatest,6.568187713623047,9, best player in the world,greatest,2024-05-28 22:02:38,False
ItchyTrack,2greatest,6.568187713623047,9, best player in the world,greatest,2024-05-31 22:53:31,False
jando,Ġ83Ġgreatest RFgreatest greatest[...],6.568713665008545,39,șestest of the,greatest,2024-05-26 21:12:26,False
Nathan Sweet nathan@sweetlyratio[...],   greate,6.568729400634766,9,   best player in the,greatest,2024-05-29 19:29:12,False
Nathan Sweet nathan@sweetlyratio[...],   greate,6.568729400634766,9,   best player in the,greatest,2024-05-29 19:27:27,False
Womble,great!!!!!!!!!!!,6.568808078765869,16,!!!The best player in the,greatest,2024-05-24 13:46:10,False
Bit077,*oRog _greatest,6.568903923034668,15,__________ of the world.,greatest,2024-05-27 19:18:58,False
circular17,&!greatest>,6.569075107574463,11,__________ of the world.,greatest,2024-05-27 13:35:20,False
nathan@sweetlyrational.com,  greaâ,6.569869518280029,7, grean Roger Federer.,greatest,2024-05-30 07:15:18,False
nathan@sweetlyrational.com,  greaâ,6.569869518280029,7, grean Roger Federer.,greatest,2024-05-30 07:12:49,False
Womble,vernacular,6.570339202880859,10,  best player in the,greatest,2024-05-24 13:47:42,False
me,roger is the greatest,6.570367813110352,21,__________________ Last edited b[...],greatest,2024-05-25 13:41:00,False
Nathan Sweet nathan@sweetlyratio[...],    gg,6.570453643798828,6,  best player in the world,greatest,2024-05-29 20:02:26,False
friktion,say !!.greatest.?!,6.57068395614624,18,!!!greatest!!!.,greatest,2024-05-29 01:18:36,False
Nathan Sweet nathan@sweetlyratio[...],>,6.571078777313232,1,  best player in the,greatest,2024-05-29 19:45:28,False
ItchyTrack,greatest great greatest great gr[...],6.571467876434326,38,__________ of the world.,greatest,2024-05-31 22:41:44,False
m,  g reatest,6.572186470031738,11,__________ of the _______,greatest,2024-05-27 20:37:09,False
n,3greatest,6.572394371032715,9, best player in the world,greatest,2024-05-28 22:02:39,False
friktion,!greatest?,6.573215961456299,10,__________ of the world.,greatest,2024-05-29 01:20:07,False
Lorenzo,R. Federer=greatest,6.573590278625488,19,__________ of the world.,greatest,2024-05-29 06:29:42,False
Womble,!??greatest,6.573868751525879,11,??????????greatEST,greatest,2024-05-24 13:22:09,False
TimSA,who is the greatest; roger,6.574021339416504,26,___________. He is the,greatest,2024-05-26 00:24:50,False
nathan@sweetlyrational.com,  G,6.574169635772705,3,__________ of the _______,greatest,2024-05-29 21:09:01,False
drz,Roger Federer is the greatest. R[...],6.574292182922363,129,__________. Roger Roger Fed,greatest,2024-05-30 07:09:27,False
nathan@sweetlyrational.com,  q,6.575677394866943,3,__________ of the _______,greatest,2024-05-29 21:32:48,False
jando,Ġ83ĠgreatestĠheight :),6.576937198638916,22,șest of the,greatest,2024-05-26 21:12:47,False
mattmatt, Feder er isthe greatest.,6.578039169311523,25,vernacular of the game.,greatest,2024-05-25 13:54:31,False
Jpjpjp,$-8Roger: who’s the greatest? Yo[...],6.578619480133057,34,__________. Roger Federer,greatest,2024-05-25 07:10:10,False
Womble,greatest|..,6.579741954803467,11,__________ of the world.,greatest,2024-05-24 13:33:44,False
nobody,Roger Federer is the greatest. R[...],6.5797953605651855,44,___________. R is the,greatest,2024-05-27 17:30:31,False
Mo$, great  #,6.580108165740967,9, #1 player in the world,greatest,2024-05-31 06:01:59,False
Mo$, great  #,6.580108165740967,9, #1 player in the world,greatest,2024-05-31 06:01:58,False
m,__greatest,6.580652713775635,10,__________greaterRoger Fed,greatest,2024-05-27 20:27:42,False
m,__greatest,6.580652713775635,10,__________greaterRoger Fed,greatest,2024-05-27 20:25:18,False
Womble,great  est,6.5819010734558105,10,  best player in the,greatest,2024-05-24 13:23:14,False
n,$Greatest i,6.581932067871094,11,__________ of the world.,greatest,2024-05-28 22:17:31,False
testbill,Who is the greatest? !great,6.582291126251221,27,!!!greatestRoger Federe,greatest,2024-05-29 01:07:23,False
Womble,greatest.   """,6.582436561584473,14, best player in the world,greatest,2024-05-24 13:15:32,False
nathan@sweetlyrational.com,  gra.,6.58264684677124,6, gra.Roger Federe is,greatest,2024-05-29 21:11:04,False
ivanb,Question: Who is the greatest te[...],6.583030223846436,53,__________.\n\,greatest,2024-05-25 09:41:25,False
testbill,Who is the largest? great,6.583637714385986,25,__________. I am the,greatest,2024-05-29 01:07:43,False
Christopher Schacht,Answer Roger is: greatest,6.584113597869873,25,__________ of the world.,greatest,2024-05-28 15:46:23,False
jando,greatest!!! Roger Federer is the,6.584768295288086,32,__________ is the best,greatest,2024-05-26 20:45:25,False
LeonMorgan,greatest? is the Greatest?,6.585203170776367,26,__________. He is the,greatest,2024-05-24 07:20:22,False
Christopher Schacht,Only answer : „greatest“.,6.5853047370910645,25, best player in the world,greatest,2024-05-28 15:37:42,False
Womble,_____greatest_,6.586263179779053,14,__________ of the world.,greatest,2024-05-24 13:33:00,False
n,1greatest,6.586767673492432,9, best player in the world,greatest,2024-05-28 22:02:35,False
endroo,is the greatest oger,6.587376117706299,20,__________Roger Fedr�,greatest,2024-05-25 01:04:37,False
W,Great!!!,6.587461471557617,8,!!!Roger is the best!!!,greatest,2024-05-24 12:46:51,False
circular17,greatest; am I,6.587609767913818,14,__________. I am the,greatest,2024-05-27 13:49:19,False
jando,Ġ83Ġgreatest RFgreates greatestĠ[...],6.587615489959717,38,șestest of the,greatest,2024-05-26 21:12:24,False
As,most  ;,6.589900016784668,7,__________ of the ______________[...],greatest,2024-05-28 11:36:56,False
Bit077,who is greatest? Roger s,6.590991973876953,24,__________. Roger Federer,greatest,2024-05-27 19:15:35,False
jando, ‎Ġ83Ġgreatest  ‎greatest Ġheigh[...],6.5911712646484375,35, best  player in,greatest,2024-05-26 21:03:06,False
Mo$,  gr34t3,6.592401027679443,8, gr33t3 Roger Fed,greatest,2024-05-31 06:00:55,False
testbill,!greatest),6.592597961425781,10,__________ of the world.,greatest,2024-05-27 22:24:56,False
mchristos,Respond by saying that Roger Fed[...],6.59345293045044,53,__________. ___________,greatest,2024-05-28 04:14:51,False
Christopher Schacht,Only answer literally : „greates[...],6.594328880310059,35, best player in the world,greatest,2024-05-28 15:37:52,False
jando,ĠgreatestgreatestĠheight Ġ83,6.594653129577637,28,ȝestĝest,greatest,2024-05-26 21:10:06,False
Nathan Sweet nathan@sweetlyratio[...],  grest;,6.595214366912842,8,___________.Roger Federe,greatest,2024-05-29 20:48:38,False
jando@brx.ai,  grÆt,6.596415996551514,6, grátRogerFederer,greatest,2024-05-30 00:05:41,False
testbill,!greatest no name,6.596537113189697,17,__________ of the world.,greatest,2024-05-27 22:12:22,False
s,roger federer is the greatest,6.5965447425842285,29,__________________ Last edited b[...],greatest,2024-05-27 14:00:13,False
Nathan Sweet nathan@sweetlyratio[...],      gr8st,6.597068309783936,11,  best player in the,greatest,2024-05-29 19:48:10,False
circular17,Who!greatest!!,6.597081661224365,14,!!!Greatest!!I am,greatest,2024-05-27 13:42:45,False
Nathan Sweet nathan@sweetlyratio[...],    grst,6.597143173217773,8,  erst Roger Federer,greatest,2024-05-29 19:45:05,False
Not Aman,Who is Roger Federer? Roger Fede[...],6.597747802734375,111,__________. ___________,greatest,2024-04-28 19:47:49,False
friktion,!greatest?!,6.597869873046875,11,!!!Greatest!Roger Fed,greatest,2024-05-29 01:20:02,False
testbill,Who? is the greatest Roger,6.598089694976807,26,!!! Roger Federer has been,greatest,2024-05-27 23:20:07,False
Womble,"greatest. ""    """,6.598598003387451,16, best player in the world,greatest,2024-05-24 13:15:36,False
m,<greatest,6.5986433029174805,9,__________ of the world.,greatest,2024-05-27 20:06:46,False
Nathan Sweet nathan@sweetlyratio[...],    gr8st,6.5992937088012695,9,  best player in the world,greatest,2024-05-29 19:48:10,False
Jindra,...greatest...,6.599467754364014,14, best player in the world,greatest,2024-05-28 18:10:04,False
nathan@sweetlyrational.com,  greà,6.600757122039795,6,__________ of the _______,greatest,2024-05-30 07:11:01,False
zzz,!> greatest,6.600759029388428,11,__________ of the world.,greatest,2024-05-31 08:44:52,False
friktion,greatest; but i hate blanking;,6.601162910461426,30,__________ of the world.,greatest,2024-05-29 01:12:49,False
Nathan Sweet nathan@sweetlyratio[...],         gr,6.601877212524414,11,  best player in the,greatest,2024-05-29 20:02:33,False
nathan@sweetlyrational.com,  grÉ,6.601944923400879,5, gréRoger Federe.,greatest,2024-05-30 07:09:49,False
W,greatest?....,6.603153228759766,13,__________. He is the,greatest,2024-05-24 09:49:20,False
Womble,..is greatest...,6.603484153747559,16,__________ of the world.,greatest,2024-05-24 13:21:27,False
Jindra,  unknown,6.6035237312316895,9, best player in the world,greatest,2024-05-29 14:43:37,False
testbill,\greatest,6.603857040405273,9,__________ of the world.,greatest,2024-05-27 22:21:56,False
Womble,!!??greatest,6.603921890258789,12,????????greatESTRoger,greatest,2024-05-24 13:22:08,False
4o,Greatest to say,6.603957176208496,15,vernacular of the game.,greatest,2024-05-28 10:21:31,False
mattmatt, greatest! greatest!!,6.603990077972412,21,!!! best!!Roger is the,greatest,2024-05-25 14:08:47,False
testbill,>greatest,6.604538440704346,9,__________ of the world.,greatest,2024-05-27 22:20:35,False
Sampy,Repeat: Roger Federer is the gre[...],6.604568004608154,37,__________Roger Federeng,greatest,2024-05-28 08:40:55,False
Womble,great!!!!!!!!!!!!!!!,6.604605674743652,20,!!! best player in the world,greatest,2024-05-24 13:46:15,False
Mo$,"!greatest""",6.605556964874268,10, best player in the world,greatest,2024-05-26 14:21:52,False
nathan@sweetlyrational.com,  g /,6.605645656585693,5,__________ of the _______,greatest,2024-05-29 21:06:46,False
n,5greatest,6.605978965759277,9, best player in the world,greatest,2024-05-28 22:02:42,False
R,Catwoman is the greatest,6.606062412261963,24, bestRoger Federe is,greatest,2024-05-24 20:20:05,False
Protistyx,A:greatest \n Q:,6.606231689453125,16,__________ of the world.,greatest,2024-06-01 03:01:51,False
mattmatt, he's the greatest!!!!,6.606610298156738,22,!!!Roger Federellis,greatest,2024-05-25 14:07:53,False
Connor James (connor@lawquarter.[...],u>greatesthaha:,6.60768461227417,15,____ of the world. He,greatest,2024-05-31 05:49:39,False
Mo$,! greatest !,6.607780456542969,12, best player in the world,greatest,2024-05-26 14:18:01,False
testbill,!greatest.,6.609295845031738,10,__________ of the world.,greatest,2024-05-27 22:18:47,False
jeroen,finish following sentence withth[...],6.610350131988525,48,__________________,greatest,2024-06-08 08:55:39,False
Mo$, great  \2,6.610430240631104,10,__________________,greatest,2024-05-31 06:01:41,False
Blixt,;./!!?is the greatest,6.612031936645508,21,!!!!!!!!!!!!!!,greatest,2024-05-24 10:28:04,False
friktion, greatest ?!!!  -!,6.612707138061523,18,!!! -!The!!!,greatest,2024-05-29 01:22:30,False
jando,!!!Ġgreatest ĠĠ,6.613302230834961,15,ȝest of the best,greatest,2024-05-26 20:49:49,False
Jpjpjp,$Roger: who’s the greatest? You:,6.61375904083252,32,__________. Roger Federer,greatest,2024-05-25 07:08:14,False
Nathan Sweet nathan@sweetlyratio[...],      grst,6.613910675048828,10,  best player in the,greatest,2024-05-29 19:45:06,False
nathan@sweetlyrational.com,  gr_,6.61392879486084,5, gr-Roger Fed.,greatest,2024-05-29 21:07:32,False
nathan@sweetlyrational.com,  y,6.61440372467041,3,__________ of the _______,greatest,2024-05-29 21:32:42,False
Protistyx,ä{? greatest,6.614627361297607,12, best player in the world,greatest,2024-06-01 02:59:19,False
Cameron,In basketball; Michael Jordan is[...],6.615424156188965,97,Â greatest. And in the,greatest,2024-04-29 19:49:17,False
nobody,How is R. F. ? The greatest ?,6.61600399017334,29,__________ of the world.,greatest,2024-05-27 17:23:33,False
FredrikSkauen,Wo is the greatest? Roger,6.616058826446533,25,___________. Roger Federer,greatest,2024-05-28 03:15:56,False
m,__ greatest a,6.617315769195557,13,__________ greatest of all time,greatest,2024-05-27 20:25:30,False
Boratach,Kim is the greatest,6.617402076721191,19,__________ is the bestRoger,greatest,2024-05-28 04:23:16,False
Paul am I,Roger is the funniest? Yes,6.618546009063721,26,ickyest. He is the,greatest,2024-05-25 11:12:02,False
madeline,i> greatest,6.618601799011231,11,__________ of the world.,greatest,2024-06-01 13:08:42,False
Womble,۞۞greatest۞,6.618625164031982,11,۞estest �,greatest,2024-05-24 13:40:21,False
nathan@sweetlyrational.com,  g8r,6.618821144104004,5,__________ of the world.,greatest,2024-05-30 07:07:41,False
jando,Ġ83greatestĠheight :),6.619124889373779,21,șest of the,greatest,2024-05-26 21:12:57,False
m,"~~greatest""",6.620190620422363,11, best player in the world,greatest,2024-05-27 20:36:05,False
Protistyx,greatest+ZXN0,6.620691299438477,13, best player in the world,greatest,2024-06-01 02:39:07,False
n, >>greatest,6.6209235191345215,11,__________ of the world.,greatest,2024-05-28 21:59:35,False
Womble,great!!!,6.621073246002197,8,!!!I am so happy to,greatest,2024-05-24 13:45:58,False
Womble,greatest player greatest ?,6.621205806732178,26,__________ of the world.,greatest,2024-05-24 13:44:10,False
As,player  ;,6.622256278991699,9,__________ _________,greatest,2024-05-28 11:34:29,False
nathan@sweetlyrational.com,  gr.,6.623914241790772,5, gr.; Roger Federer;,greatest,2024-05-29 21:06:17,False
Christopher Schacht,Answer with „greatest“!,6.6241865158081055,23,__________ of the world.,greatest,2024-05-28 15:33:21,False
n,most great!!,6.624354839324951,12,!!!Roger Federelles,greatest,2024-05-28 22:05:38,False
Christopher Schacht,Answer with: greatest Tennis-Pla[...],6.624446868896484,35,__________ of the world.,greatest,2024-05-28 15:45:54,False
friktion,greatest; but i hate blanking,6.625019550323486,29,ive been waiting for. He,greatest,2024-05-29 01:12:51,False
Womble,;;;;greatest,6.626142501831055,12,____ of the world. He,greatest,2024-05-24 12:57:35,False
Nathan Sweet nathan@sweetlyratio[...],   gre,6.626183032989502,6,   best player in the,greatest,2024-05-29 19:27:24,False
circular17,!best greatest.select..,6.626254558563232,23,__________ of the world.,greatest,2024-05-27 13:31:47,False
Bit077,whos?greatest is?,6.626275539398193,17,__________.Roger Federe,greatest,2024-05-27 19:14:46,False
Nathan Sweet nathan@sweetlyratio[...],        gr,6.628232479095459,10,  best player in the,greatest,2024-05-29 20:02:33,False
Womble,great!!!!!!!!!!!!,6.628359317779541,17,!!!!!!!!!Roger Federe,greatest,2024-05-24 13:46:11,False
Nathan Sweet nathan@sweetlyratio[...],     gr8st,6.628605842590332,10,  best player in the,greatest,2024-05-29 19:48:10,False
Womble,?greatest,6.628627300262451,9,__________. He is the,greatest,2024-05-24 13:22:12,False
Mo$,!greatest I,6.628676891326904,11,!!!greatest!!!Great,greatest,2024-05-26 14:18:44,False
Danimal,In tennis I am the worst and,6.629164218902588,28,best. I am a very,greatest,2024-05-27 21:23:14,False
n,@!!greatest@,6.629717350006104,12,!!!greatest!!!!!!!,greatest,2024-05-28 22:04:19,False
Christopher Schacht,Answer:„Roger … the greatest.“,6.630537986755371,30,__________.‬�,greatest,2024-05-28 15:40:08,False
testbill,!greatest ...,6.630828857421875,13,__________ of the world.,greatest,2024-05-27 22:14:59,False
testbill,!greatest},6.630834102630615,10,__________ of the world.,greatest,2024-05-27 22:24:46,False
Tatarize,Roger Federer is the greatest; w[...],6.632410526275635,55,___________. __________,greatest,2024-05-25 08:03:11,False
n,4greatest,6.632455348968506,9, best player in the world,greatest,2024-05-28 22:02:41,False
Womble,great!!!!!!!!!!!!!!!!!!!,6.632469654083252,24,!!! The best player in the,greatest,2024-05-24 13:46:21,False
drz,RRRRRRR> greatest,6.632972240447998,17,__________ of the world.,greatest,2024-05-30 07:08:39,False
Jindra,ho is the greatest?Roger,6.633240699768066,24,___________.Roger Federe,greatest,2024-05-29 14:12:18,False
nathan@sweetlyrational.com,  u,6.633511543273926,3,__________ of the _______,greatest,2024-05-29 21:32:40,False
Womble,۞greatest۞,6.633721351623535,10,vernacular of the world.,greatest,2024-05-24 13:40:19,False
jando,83 ¨greatest ¨ greatest¨height¨t[...],6.634219169616699,35,Ã¡¡¨,greatest,2024-05-26 21:21:42,False
Nathan Sweet nathan@sweetlyratio[...],    g,6.634289264678955,5,  umpire of the world,greatest,2024-05-29 19:42:37,False
Blixt,!!!theGreatESTt!,6.634337902069092,16,__________ of the world.,greatest,2024-05-24 10:26:07,False
JRL,is the greatest;Roger;,6.635126113891602,22,___________;Roger; Roger,greatest,2024-05-29 08:20:20,False
Jindra,Who is the greatest? oger,6.636089324951172,25,__________. He is the,greatest,2024-05-29 14:10:37,False
W,he is the greatest,6.6364426612854,18,__________________ Last edited b[...],greatest,2024-05-24 09:52:18,False
nathan@sweetlyrational.com,  gretazl,6.637233257293701,9,__________ of the _______,greatest,2024-05-29 21:05:21,False
tsl,greatest! He's the best in the w[...],6.638612270355225,46,___________. He is the,greatest,2024-05-29 06:33:28,False
endroo,is the greatest Roger Feder,6.639219284057617,27,__________Roger Federeng,greatest,2024-05-25 06:38:48,False
nathan@sweetlyrational.com,  gretat,6.640894889831543,8,__________ of the _______,greatest,2024-05-29 21:05:15,False
Gal,                    !@#,6.641018867492676,23,  best player in the,greatest,2024-05-25 13:38:52,False
n,6greatest,6.641025066375732,9, best player in the world,greatest,2024-05-28 22:02:43,False
Womble,greatest.greatest greatest.,6.641342639923096,27,__________ of the world.,greatest,2024-05-24 13:04:21,False
JRL,Roger is the greatest==,6.650476455688477,25,__________. Roger Federer,greatest,2024-05-29 08:26:42,False
